,date,consumption,sadj,outlier,x13_sadj
0,1994-07-01,0.076,,False,0.233288957669669
1,1994-08-01,0.097,,False,0.247328280100101
2,1994-09-01,0.14,,False,0.267488114738284
3,1994-10-01,0.213,,False,0.301193315426145
4,1994-11-01,0.345,,True,0.327211187979681
5,1994-12-01,0.431,,True,0.354553714394438
6,1995-01-01,0.497,0.388241452991453,True,0.329929079986783
7,1995-02-01,0.49,0.351116452991453,True,0.296091340210894
8,1995-03-01,0.452,0.32929754273504275,True,0.284288574951941
9,1995-04-01,0.33,0.2795219017094017,True,0.245749143516416
10,1995-05-01,0.134,0.17180235042735043,False,0.197402007427503
11,1995-06-01,0.084,0.14913568376068376,False,0.21172814165103
12,1995-07-01,0.047,0.14342299145299145,False,0.201045208453195
13,1995-08-01,0.051,0.1485696581196581,False,0.195524844003086
14,1995-09-01,0.078,0.16536299145299146,False,0.198857319417615
15,1995-10-01,0.122,0.18609465811965814,False,0.206359792135614
16,1995-11-01,0.244,0.25513299145299145,False,0.230563887662942
17,1995-12-01,0.311,0.2723013247863248,True,0.236400741705456
18,1996-01-01,0.389,0.28024145299145303,True,0.228233445972622
19,1996-02-01,0.43,0.29111645299145295,True,0.243179334789071
20,1996-03-01,0.418,0.2952975427350427,True,0.258756972624035
21,1996-04-01,0.335,0.2845219017094017,True,0.253708117316894
22,1996-05-01,0.162,0.19980235042735045,False,0.224304084148409
23,1996-06-01,0.076,0.14113568376068378,False,0.197216586838607
24,1996-07-01,0.033,0.12942299145299146,False,0.177781209744467
25,1996-08-01,0.037,0.13456965811965813,False,0.170743817066618
26,1996-09-01,0.055,0.14236299145299144,False,0.166008572406877
27,1996-10-01,0.079,0.14309465811965813,False,0.157833032147724
28,1996-11-01,0.151,0.16213299145299145,False,0.146944530095957
29,1996-12-01,0.222,0.1833013247863248,False,0.153505857480448
30,1997-01-01,0.317,0.20824145299145302,True,0.166444576781083
31,1997-02-01,0.331,0.192116452991453,True,0.155442761954993
32,1997-03-01,0.287,0.1642975427350427,True,0.139472537415684
33,1997-04-01,0.211,0.1605219017094017,False,0.132448280587369
34,1997-05-01,0.086,0.12380235042735042,False,0.14338694403342
35,1997-06-01,0.038,0.10313568376068377,False,0.147734082736669
36,1997-07-01,0.017,0.11342299145299146,False,0.147789404460551
37,1997-08-01,0.022,0.11956965811965811,False,0.14376444397445
38,1997-09-01,0.032,0.11936299145299145,False,0.135657387817434
39,1997-10-01,0.047,0.11109465811965813,False,0.123824156263501
40,1997-11-01,0.098,0.10913299145299146,False,0.104979647901276
41,1997-12-01,0.149,0.11030132478632479,False,0.0880319257325953
42,1998-01-01,0.203,0.09424145299145302,False,0.0654488233944231
43,1998-02-01,0.223,0.08411645299145298,False,0.0579316958215871
44,1998-03-01,0.193,0.07029754273504274,False,0.0523386639176151
45,1998-04-01,0.114,0.06352190170940172,False,0.032081443498975
46,1998-05-01,0.04,0.07780235042735043,False,0.0913660816553511
47,1998-06-01,0.018,0.08313568376068377,False,0.115745721439551
48,1998-07-01,0.011,0.10742299145299146,False,0.130727904889666
49,1998-08-01,0.018,0.11556965811965812,False,0.134111437120027
50,1998-09-01,0.026,0.11336299145299145,False,0.128762313760191
51,1998-10-01,0.041,0.10509465811965812,False,0.118839466016418
52,1998-11-01,0.084,0.09513299145299146,False,0.0994512848254106
53,1998-12-01,0.142,0.10330132478632478,False,0.0889688721949651
54,1999-01-01,0.21,0.101241452991453,False,0.0802480903655264
55,1999-02-01,0.234,0.09511645299145298,False,0.0735572396292834
56,1999-03-01,0.236,0.11329754273504272,False,0.0938652929493441
57,1999-04-01,0.192,0.1415219017094017,False,0.104312948580438
58,1999-05-01,0.075,0.11280235042735043,False,0.120048131625159
59,1999-06-01,0.031,0.09613568376068377,False,0.12092170920147
60,1999-07-01,0.015,0.11142299145299146,False,0.131137803675823
61,1999-08-01,0.015,0.1125696581196581,False,0.132361303416022
62,1999-09-01,0.024,0.11136299145299144,False,0.131811735585256
63,1999-10-01,0.057,0.12109465811965812,False,0.139892191703518
64,1999-11-01,0.134,0.14513299145299147,False,0.153330967416086
65,1999-12-01,0.226,0.1873013247863248,False,0.175512680712263
66,2000-01-01,0.364,0.255241452991453,True,0.236362313118278
67,2000-02-01,0.445,0.30611645299145296,True,0.283284684561524
68,2000-03-01,0.444,0.32129754273504274,True,0.294472483537589
69,2000-04-01,0.339,0.28852190170940173,True,0.24776447124248
70,2000-05-01,0.164,0.20180235042735045,False,0.206330004608237
71,2000-06-01,0.1,0.16513568376068377,False,0.18588726644549
72,2000-07-01,0.046,0.14242299145299148,False,0.165616992688006
73,2000-08-01,0.033,0.13056965811965812,False,0.155848469065825
74,2000-09-01,0.051,0.13836299145299144,False,0.164168004535093
75,2000-10-01,0.083,0.14709465811965813,False,0.166982369832516
76,2000-11-01,0.137,0.14813299145299147,False,0.154373570425459
77,2000-12-01,0.172,0.13330132478632478,False,0.121645490348848
78,2001-01-01,0.231,0.12224145299145302,False,0.102612030237938
79,2001-02-01,0.258,0.11911645299145299,False,0.0937685688536574
80,2001-03-01,0.252,0.12929754273504274,False,0.0977373504327406
81,2001-04-01,0.199,0.14852190170940172,False,0.112714643320199
82,2001-05-01,0.073,0.11080235042735043,False,0.11347867663292
83,2001-06-01,0.04,0.10513568376068377,False,0.122054631564585
84,2001-07-01,0.007,0.10342299145299147,False,0.130041315262118
85,2001-08-01,0.008,0.10556965811965811,False,0.133408409687412
86,2001-09-01,0.01,0.09736299145299145,False,0.125773940097923
87,2001-10-01,0.034,0.09809465811965813,False,0.118510050263257
88,2001-11-01,0.105,0.11613299145299145,False,0.120668019436871
89,2001-12-01,0.192,0.1533013247863248,False,0.138415889253032
90,2002-01-01,0.284,0.175241452991453,True,0.153726203908997
91,2002-02-01,0.309,0.17011645299145298,True,0.141894755073358
92,2002-03-01,0.306,0.18329754273504273,True,0.151064325007306
93,2002-04-01,0.212,0.1615219017094017,False,0.13812552199391
94,2002-05-01,0.109,0.14680235042735043,False,0.149226914505497
95,2002-06-01,0.068,0.13313568376068377,False,0.147049191499687
96,2002-07-01,0.019,0.11542299145299145,False,0.142179975389004
97,2002-08-01,0.021,0.11856965811965811,False,0.145961537069848
98,2002-09-01,0.037,0.12436299145299146,False,0.151156850718736
99,2002-10-01,0.088,0.1520946581196581,False,0.169265838633265
100,2002-11-01,0.173,0.18413299145299145,False,0.18642156961995
101,2002-12-01,0.243,0.2043013247863248,False,0.188199716094929
102,2003-01-01,0.33,0.22124145299145304,True,0.201074878408076
103,2003-02-01,0.385,0.246116452991453,True,0.217394048397272
104,2003-03-01,0.368,0.24529754273504273,True,0.215414403897065
105,2003-04-01,0.227,0.1765219017094017,False,0.165354461082979
106,2003-05-01,0.115,0.15280235042735044,False,0.153861461952679
107,2003-06-01,0.079,0.14413568376068375,False,0.156320868183138
108,2003-07-01,0.018,0.11442299145299145,False,0.13876964009848
109,2003-08-01,0.012,0.10956965811965813,False,0.133672839223458
110,2003-09-01,0.022,0.10936299145299146,False,0.132185856157674
111,2003-10-01,0.041,0.10509465811965812,False,0.121002808633545
112,2003-11-01,0.094,0.10513299145299146,False,0.108908415625837
113,2003-12-01,0.159,0.1203013247863248,False,0.101775716834733
114,2004-01-01,0.215,0.106241452991453,False,0.0864039226910872
115,2004-02-01,0.242,0.10311645299145297,False,0.0767563755117661
116,2004-03-01,0.178,0.055297542735042726,False,0.0260399885734655
117,2004-04-01,0.107,0.05652190170940171,False,0.054931158504028
118,2004-05-01,0.037,0.07480235042735042,False,0.0759269243652373
119,2004-06-01,0.015,0.08013568376068377,False,0.0928034742275137
120,2004-07-01,0.007,0.10342299145299147,False,0.124940672176029
121,2004-08-01,0.009,0.10656965811965811,False,0.12677661162588
122,2004-09-01,0.018,0.10536299145299145,False,0.12321222980817
123,2004-10-01,0.039,0.10309465811965814,False,0.115251935056016
124,2004-11-01,0.089,0.10013299145299145,False,0.102882434374317
